"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Matériau d'emballage","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"
"11507",11507,"aides culinaires et ingrédients divers","ingrédients divers","Bicarbonate de soude","Sodium bicarbonate","2",0,"Ambiant (long)","Carton","Pas de préparation",2.97,0.22008005,1.1266035,9.0598553e-8,0.16940943,0.0037802292,1.2008695e-7,1.9978728e-8,1.3113266e-9,0.015277217,0.00059775392,0.0015590271,0.042208513,83.365663,15.85768,2.0136547,14.722475,0.000048330416
"11025",11025,"aides culinaires et ingrédients divers","épices","Cannelle, poudre","Cinnamon, powder","2",0,"Ambiant (long)","Verre","Pas de préparation",3.37,1.3171905,8.1468674,6.7898987e-7,0.79847504,0.034140907,0.0000012873914,7.4116387e-8,3.0905055e-9,0.08881451,0.0014507024,0.069161396,0.55416984,160.56614,696.69007,18.363092,71.837424,0.00011473214
"11075",11075,"aides culinaires et ingrédients divers","épices","Cardamome, poudre","Cardamom, powder","2",0,"Ambiant (long)","Verre","Pas de préparation",4.31,1.3171905,8.1468674,6.7898987e-7,0.79847504,0.034140907,0.0000012873914,7.4116387e-8,3.0905055e-9,0.08881451,0.0014507024,0.069161396,0.55416984,160.56614,696.69007,18.363092,71.837424,0.00011473214
"11064",11064,"aides culinaires et ingrédients divers","épices","Carvi, graine","Caraway, seed","2",0,"Ambiant (long)","Verre","Pas de préparation",3.95,1.3171905,8.1468674,6.7898987e-7,0.79847504,0.034140907,0.0000012873914,7.4116387e-8,3.0905055e-9,0.08881451,0.0014507024,0.069161396,0.55416984,160.56614,696.69007,18.363092,71.837424,0.00011473214
"11002",11002,"aides culinaires et ingrédients divers","herbes","Cerfeuil, frais","Chervil, fresh","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.95,0.13158055999999999,0.81343604,6.2688292e-8,0.14134172,0.0025585049,6.8967201e-8,9.7399896e-9,5.867577e-10,0.008112039,0.00020343308,0.0040503998,0.031181447,5.534832,36.288833,5.2903347,12.553109,0.0000047788247
"11003",11003,"aides culinaires et ingrédients divers","herbes","Ciboule ou Ciboulette, fraîche","Chive or spring onion, fresh","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.75,0.090675554,0.676515,6.034464e-8,0.1763076,0.0018884435,3.1410792e-8,6.9735781e-9,3.5905109e-10,0.0029479318,0.00015040229,0.0023913572,0.0081934483,4.6299942000000005,20.11068,3.3654973,12.287575,0.0000048905532
"11052",11052,"aides culinaires et ingrédients divers","épices","Clou de girofle","Cloves","2",0,"Ambiant (long)","Verre","Pas de préparation",3.56,1.3159399,8.1393619,6.7841491e-7,0.7978111,0.034109178,0.000001286177,7.4047916e-8,3.0876812e-9,0.088730708,0.001449343,0.069093004,0.55362427,160.40883200000002,695.99995,18.344868,71.776391,0.00011462185
"11094",11094,"aides culinaires et ingrédients divers","herbes","Coriandre, fraiche","Coriander, fresh","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.75,0.10892813999999999,0.96694542,9.1446055e-8,0.13845807,0.0039667726,4.5375109e-8,1.2364533e-8,4.0717488e-10,0.0056855776,0.0001698029,0.0043741447,0.016706605,23.888339000000002,12.674641,1.4495429,14.730248,0.0000068394714
"11026",11026,"aides culinaires et ingrédients divers","épices","Coriandre, graine","Coriander, seed","2",0,"Ambiant (long)","Verre","Pas de préparation",3.75,0.12981155,1.0982366,1.5494621e-7,0.15616866,0.0049806105,9.8015862e-8,1.493091e-8,5.1632218e-10,0.0089641143,0.00016393252,0.0044542694,0.021211842,23.782454,15.841697,1.2117472,16.08304,0.0000089170911
"11172",11172,"aides culinaires et ingrédients divers","aides culinaires","Court-bouillon pour poissons, déshydraté","Aromatic stock cube, for fish, dehydrated","2",0,"Ambiant (long)","Aluminium","Pas de préparation",3.55,2.0695637000000002,9.3941053,8.5997747e-7,30.373306,0.028129383,5.856672e-7,1.6160698e-7,6.8129903e-9,0.069943003,0.0028220583,0.029953959,0.187664,63.714656,112.32403,9.1798416,710.66687,0.000060109104
"39700",39700,"aides culinaires et ingrédients divers","sauces","Crème anglaise, préemballée","Light custard cream with vanilla, prepacked","2",0,"Glacé","PVC","Pas de préparation",1.78,0.21492564,1.7369695,1.7508439e-7,0.76138321,0.0038349487,1.5768395e-7,2.3681696e-8,1.1049431e-9,0.021522276,0.0002710498,0.006588517,0.089869721,22.9621321,76.234145,1.219706,25.440466,0.0000083676314
"11042",11042,"aides culinaires et ingrédients divers","épices","Cumin, graine","Cumin, seed","2",0,"Ambiant (long)","Verre","Pas de préparation",3.75,1.3171905,8.1468674,6.7898987e-7,0.79847504,0.034140907,0.0000012873914,7.4116387e-8,3.0905055e-9,0.08881451,0.0014507024,0.069161396,0.55416984,160.56614,696.69007,18.363092,71.837424,0.00011473214
"11089",11089,"aides culinaires et ingrédients divers","épices","Curcuma, poudre","Turmeric, powder","2",0,"Ambiant (long)","Verre","Pas de préparation",4.31,1.3171905,8.1468674,6.7898987e-7,0.79847504,0.034140907,0.0000012873914,7.4116387e-8,3.0905055e-9,0.08881451,0.0014507024,0.069161396,0.55416984,160.56614,696.69007,18.363092,71.837424,0.00011473214
"11005",11005,"aides culinaires et ingrédients divers","épices","Curry, poudre","Curry, powder","2",0,"Ambiant (long)","Verre","Pas de préparation",4.11,1.3171905,8.1468674,6.7898987e-7,0.79847504,0.034140907,0.0000012873914,7.4116387e-8,3.0905055e-9,0.08881451,0.0014507024,0.069161396,0.55416984,160.56614,696.69007,18.363092,71.837424,0.00011473214
"20988",20988,"aides culinaires et ingrédients divers","algues","Dulse (Palmaria palmata), séchée ou déshydratée","Dulse (Palmaria palmata), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.1994911000000001,6.5607443,9.8036369e-7,11.037991,0.034930597,7.1057002e-7,4.712999e-8,5.9965921e-9,0.094211475,0.0018587903,0.011911677,0.11215712,42.723457,24.212583,3.0757212,312.63228,0.000087251397
"11092",11092,"aides culinaires et ingrédients divers","herbes","Estragon, frais","Tarragon, fresh","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.75,0.11462818,0.68984205,5.4906736e-8,0.12429983,0.0022147183,6.0427645e-8,8.4721347e-9,5.1133669e-10,0.0071157071,0.00017239165,0.0035218176,0.027345108,4.696268,31.912149,4.6541804,11.024141,0.0000041979204
"11066",11066,"aides culinaires et ingrédients divers","épices","Fenouil, graine","Fennel, seed","2",0,"Ambiant (long)","Verre","Pas de préparation",4.14,0.12981155,1.0982366,1.5494621e-7,0.15616866,0.0049806105,9.8015862e-8,1.493091e-8,5.1632218e-10,0.0089641143,0.00016393252,0.0044542694,0.021211842,23.782454,15.841697,1.2117472,16.08304,0.0000089170911
"11077",11077,"aides culinaires et ingrédients divers","épices","Fenugrec, graine","Fenugreek, seed","2",0,"Ambiant (long)","Verre","Pas de préparation",3.75,1.3171905,8.1468674,6.7898987e-7,0.79847504,0.034140907,0.0000012873914,7.4116387e-8,3.0905055e-9,0.08881451,0.0014507024,0.069161396,0.55416984,160.56614,696.69007,18.363092,71.837424,0.00011473214
"11082",11082,"aides culinaires et ingrédients divers","sels","Fleur de sel, non iodée, non fluorée","Pure sea salt, no enrichment","2",0,"Ambiant (long)","PVC","Pas de préparation",2.02,0.078543661,0.6040639,1.1471913e-7,0.17227335,0.0018774773,3.5739337e-8,8.5862954e-9,5.4102419e-10,0.003167768,0.00021278474,0.00071497404,0.0063798427,6.8936467,3.7647616,0.41098387,10.82681,0.000017508982
"20994",20994,"aides culinaires et ingrédients divers","algues","Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté","Toothed wrack or bladder wrack (Fucus serratus et vesiculosus), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.1994911000000001,6.5607443,9.8036369e-7,11.037991,0.034930597,7.1057002e-7,4.712999e-8,5.9965921e-9,0.094211475,0.0018587903,0.011911677,0.11215712,42.723457,24.212583,3.0757212,312.63228,0.000087251397
"11007",11007,"aides culinaires et ingrédients divers","ingrédients divers","Gélatine, sèche","Gelatine, dried","2",0,"Ambiant (long)","Carton","Pas de préparation",2.83,0.24452345,1.7387773,1.0309112e-7,0.71769529,0.0037376572,2.3749149e-7,1.6119294e-8,1.2223992e-9,0.032223196,0.00029114851,0.0076620682,0.13834229,23.5116376,89.153446,1.2181506,22.713247,0.0000059801586
"11006",11006,"aides culinaires et ingrédients divers","épices","Gingembre, poudre","Ginger, powder","2",0,"Ambiant (long)","Verre","Pas de préparation",4.31,0.13094530000000001,0.98072982,1.5764335e-7,0.1545785,0.0056998995,1.1619508e-7,2.9168878e-8,7.7721846e-10,0.012761492,0.00014882282,0.003497041,0.03677249,7.8119041000000005,17.96506,1.5493869,14.822355,0.0000063976969
"11074",11074,"aides culinaires et ingrédients divers","épices","Gingembre, racine crue","Ginger, raw","2",0,"Ambiant (long)","Pas d'emballage","Pas de préparation",3.73,0.07660400099999999,0.45260902,7.8120849e-8,0.09734218,0.0035631932,5.1866556e-8,2.4569172e-8,5.6017516e-10,0.0081024936,0.000068174777,0.0028012307,0.028930092,5.09582029,12.514158,1.4447107,7.1010429,0.0000027538502
"20993",20993,"aides culinaires et ingrédients divers","algues","Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée","Gracilaria seaweeds (Gracilaria verrucosa), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.2260253,6.7458055,0.0000010171471,11.050022,0.038875337,7.172887e-7,4.771949e-8,6.1080188e-9,0.099733317,0.001867933,0.0132801,0.12734989,43.368466,24.699395,3.0791209,315.05717,0.000087557674
"25620",25620,"aides culinaires et ingrédients divers","sauces","Guacamole, préemballé","Guacamole, prepacked","2",0,"Glacé","PVC","Pas de préparation",2.51,0.31411394000000004,1.4658918,2.1353572e-7,0.71021477,0.005633994,7.7641385e-8,5.3281849e-8,9.7271999e-10,0.010913402,0.00028640168,0.0083248169,0.034970255,27.9438485,77.407067,17.461436,28.009613,0.00001514214
"20992",20992,"aides culinaires et ingrédients divers","algues","Haricot de mer (Himanthalia elongata), séchée ou déshydratée","Sea thong (Himanthalia elongata), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.1994911000000001,6.5607443,9.8036369e-7,11.037991,0.034930597,7.1057002e-7,4.712999e-8,5.9965921e-9,0.094211475,0.0018587903,0.011911677,0.11215712,42.723457,24.212583,3.0757212,312.63228,0.000087251397
"11112",11112,"aides culinaires et ingrédients divers","sauces","Harissa (sauce condimentaire)","Harissa (hot spicy sauce), prepacked","2",0,"Glacé","PVC","Pas de préparation",2.98,0.29005398,1.4180643,2.3005353e-7,0.79515481,0.0062720232,1.3704599e-7,7.6410192e-8,1.8002287e-9,0.017898401,0.00048584097,0.0081904863,0.065371659,27.4477023,186.42162,7.5631012,33.824664,0.000015475539
"11060",11060,"aides culinaires et ingrédients divers","herbes","Herbes de Provence, séchées","Provence herbs, dried","2",0,"Ambiant (long)","Verre","Pas de préparation",3.13,0.40053848000000003,1.5582755,1.6754094e-7,0.16930112,0.0069964205,2.5803348e-7,3.3490726e-8,1.9498765e-9,0.030975985,0.00045824855,0.015272774,0.11941722,18.150454500000002,139.48806,20.101762,18.69976,0.000014471686
"25621",25621,"aides culinaires et ingrédients divers","sauces","Houmous","Hummus","2",0,"Glacé","PVC","Pas de préparation",2.95,0.16880909000000002,0.9514995,1.836278e-7,0.68710275,0.0042506379,7.6419418e-8,2.8371822e-8,1.4366277e-9,0.01085715,0.00031463153,0.0086635339,0.040710991,20.8495048,123.72181,1.7271655,24.096405,0.0000081184615
"11008",11008,"aides culinaires et ingrédients divers","sauces","Ketchup","Ketchup","2",0,"Glacé","PVC","Pas de préparation",2.76,0.14632883,0.94467792,1.852257e-7,0.74794972,0.0030245171,6.8367559e-8,2.6409954e-8,8.3286305e-10,0.0076819026,0.00017608445,0.0037494005,0.027074287,10.2596862,19.380335,2.3331462,26.607424,0.000010564798
"20991",20991,"aides culinaires et ingrédients divers","algues","Kombu breton (Laminaria digitata), séchée ou déshydratée","Tangle (Laminaria digitata), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.6,1.1994911000000001,6.5607443,9.8036369e-7,11.037991,0.034930597,7.1057002e-7,4.712999e-8,5.9965921e-9,0.094211475,0.0018587903,0.011911677,0.11215712,42.723457,24.212583,3.0757212,312.63228,0.000087251397
"20990",20990,"aides culinaires et ingrédients divers","algues","Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée","Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.2260253,6.7458055,0.0000010171471,11.050022,0.038875337,7.172887e-7,4.771949e-8,6.1080188e-9,0.099733317,0.001867933,0.0132801,0.12734989,43.368466,24.699395,3.0791209,315.05717,0.000087557674
"20986",20986,"aides culinaires et ingrédients divers","algues","Kombu royal (Saccharina latissima), séchée ou déshydratée","Sea belt (Saccharina latissima), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.2260253,6.7458055,0.0000010171471,11.050022,0.038875337,7.172887e-7,4.771949e-8,6.1080188e-9,0.099733317,0.001867933,0.0132801,0.12734989,43.368466,24.699395,3.0791209,315.05717,0.000087557674
"20985",20985,"aides culinaires et ingrédients divers","algues","Laitue de mer (Ulva sp.), séchée ou déshydratée","Sea lettuce (ulva sp.), dried or dehydrated)","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.1994911000000001,6.5607443,9.8036369e-7,11.037991,0.034930597,7.1057002e-7,4.712999e-8,5.9965921e-9,0.094211475,0.0018587903,0.011911677,0.11215712,42.723457,24.212583,3.0757212,312.63228,0.000087251397
"11053",11053,"aides culinaires et ingrédients divers","épices","Laurier, feuille","Bay, leaves","2",0,"Ambiant (long)","Verre","Pas de préparation",4.31,0.13499323,0.8463228,1.2172843e-7,0.14329722,0.0033878186,1.1169986e-7,1.1392355e-8,6.1101306e-10,0.010264218,0.00016628534,0.0036794213,0.030883153,6.3351077,33.330324,4.1250539,12.713828,0.0000065156734
"42200",42200,"aides culinaires et ingrédients divers","ingrédients divers","Lécithine de soja","Soy lecithin","2",0,"Ambiant (long)","Carton","Pas de préparation",3.47,0.52721804,6.8002675,2.434552e-7,0.20546435,0.020973929,1.5195196e-7,1.3929989e-7,7.190686e-9,0.018297904,0.0021696769,0.027556735,0.061752978,205.272983,287.48484,0.29571849,20.70072,0.000016628404
"11009",11009,"aides culinaires et ingrédients divers","ingrédients divers","Levure alimentaire","Nutritional yeast","2",0,"Ambiant (long)","Papier","Pas de préparation",2.46,0.41928163,5.6051359,7.3674699e-7,0.14989867,0.0091903637,7.5310216e-8,4.5120318e-8,1.0527968e-9,0.012303483,0.00070627149,0.015917483,0.039112059,98.462525,241.44738,0.3879644,82.940081,0.0000053792002
"11046",11046,"aides culinaires et ingrédients divers","ingrédients divers","Levure chimique ou Poudre à lever","Baking powder or raising agent","2",0,"Ambiant (long)","Papier","Pas de préparation",2.85,0.41928163,5.6051359,7.3674699e-7,0.14989867,0.0091903637,7.5310216e-8,4.5120318e-8,1.0527968e-9,0.012303483,0.00070627149,0.015917483,0.039112059,98.462525,241.44738,0.3879644,82.940081,0.0000053792002
"11010",11010,"aides culinaires et ingrédients divers","ingrédients divers","Levure de boulanger, compressée","Baker's yeast, compressed","2",0,"Ambiant (long)","Carton","Pas de préparation",2.46,0.42894880999999996,5.7090092,7.5042525e-7,0.16043704,0.0095196391,8.3329008e-8,4.5896707e-8,1.1021729e-9,0.012776308,0.00073963805,0.016168982,0.040613971,99.14142299999999,243.79198,0.41816941,84.362424,0.0000058500153
"11045",11045,"aides culinaires et ingrédients divers","ingrédients divers","Levure de boulanger, déshydratée","Baker's yeast, dehydrated","2",0,"Ambiant (long)","Papier","Pas de préparation",2.46,0.41928163,5.6051359,7.3674699e-7,0.14989867,0.0091903637,7.5310216e-8,4.5120318e-8,1.0527968e-9,0.012303483,0.00070627149,0.015917483,0.039112059,98.462525,241.44738,0.3879644,82.940081,0.0000053792002
"20996",20996,"aides culinaires et ingrédients divers","algues","Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté","Carragheen mosses (Chondrus crispus), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.1994911000000001,6.5607443,9.8036369e-7,11.037991,0.034930597,7.1057002e-7,4.712999e-8,5.9965921e-9,0.094211475,0.0018587903,0.011911677,0.11215712,42.723457,24.212583,3.0757212,312.63228,0.000087251397
"11034",11034,"aides culinaires et ingrédients divers","herbes","Marjolaine, séchée","Marjoram, dried","2",0,"Ambiant (long)","Verre","Pas de préparation",3.75,0.39723177000000004,1.5491977,1.6691206e-7,0.16895693,0.0069510362,2.5620137e-7,3.3215037e-8,1.9332066e-9,0.030718928,0.00045461562,0.015129171,0.11831996,18.0029957,138.17198,19.904111,18.621583,0.000014372288
"11054",11054,"aides culinaires et ingrédients divers","sauces","Mayonnaise (70% MG min.)","Mayonnaise (70% fat and more)","2",0,"Glacé","PVC","Pas de préparation",2.49,0.45353566,2.5330808,3.3989576e-7,0.8873797,0.0098991965,3.027309e-7,9.3864002e-8,4.4716992e-9,0.041626097,0.00077659134,0.022544718,0.17451759,59.735256,367.99262,5.097233,39.027166,0.000018106666
"11079",11079,"aides culinaires et ingrédients divers","sauces","Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée","Mayonnaise, reduced fat or light mayonnaise","2",0,"Glacé","PVC","Pas de préparation",2.92,0.45353566,2.5330808,3.3989576e-7,0.8873797,0.0098991965,3.027309e-7,9.3864002e-8,4.4716992e-9,0.041626097,0.00077659134,0.022544718,0.17451759,59.735256,367.99262,5.097233,39.027166,0.000018106666
"51500",51500,"aides culinaires et ingrédients divers","herbes","Meloukhia, feuilles de corète séchées, en poudre","Molokhia powder (dried jute leaves)","2",0,"Ambiant (long)","Verre","Pas de préparation",3.75,0.25076927,1.4810963,1.7050051e-7,0.29740719,0.0059530774,1.8731497e-7,7.2830127e-8,1.9344845e-9,0.014245023,0.00021128454,0.005332873,0.067992357,14.977842299999999,7.3198191,8.7485184,23.777496,0.000012415115
"11027",11027,"aides culinaires et ingrédients divers","herbes","Menthe, fraîche","Mint, fresh","2",0,"Ambiant (long)","LDPE","Pas de préparation",3.18,0.11462818,0.68984205,5.4906736e-8,0.12429983,0.0022147183,6.0427645e-8,8.4721347e-9,5.1133669e-10,0.0071157071,0.00017239165,0.0035218176,0.027345108,4.696268,31.912149,4.6541804,11.024141,0.0000041979204
"20916",20916,"aides culinaires et ingrédients divers","ingrédients divers","Miso","Miso","2",0,"Ambiant (long)","Carton","Pas de préparation",2.52,0.26303909999999997,1.0458006,9.6201069e-8,0.53575908,0.0035693135,6.5442734e-8,1.4720525e-7,9.8430455e-10,0.008360162,0.00024817831,0.008983042,0.030701592,17.0872543,73.42984,15.032896,19.334824,0.0000069354459
"11013",11013,"aides culinaires et ingrédients divers","condiments","Moutarde","Mustard","2",0,"Ambiant (long)","Verre","Pas de préparation",2.47,0.30998072,1.8172594,2.4647803e-7,0.6631053,0.0076732902,2.077635e-7,7.3368673e-8,3.2715252e-9,0.022169072,0.00057149109,0.012943229,0.079070528,32.665968500000005,250.5042,3.9798599,32.096038,0.000016465951
"11021",11021,"aides culinaires et ingrédients divers","condiments","Moutarde à l'ancienne","Mustard, with grains","2",0,"Ambiant (long)","Verre","Pas de préparation",2.21,0.29599382,2.0468004,2.619727e-7,0.69345405,0.0078234161,2.0222321e-7,6.6249331e-8,3.420062e-9,0.020747901,0.00060638916,0.013694651,0.071793434,32.0367701,223.18338,1.4254945,33.116687,0.000018657628
"11048",11048,"aides culinaires et ingrédients divers","épices","Noix de muscade","Nutmeg","2",0,"Ambiant (long)","Verre","Pas de préparation",3.75,0.14350739,1.1889479,1.7377291e-7,0.16037224,0.0071499852,1.0062408e-7,1.5156082e-8,5.6623106e-10,0.012067225000000001,0.00016414251,0.0052058648,0.02959466,24.064219,15.94079,1.2113839,17.242844,0.0000090176994
"20987",20987,"aides culinaires et ingrédients divers","algues","Nori (Porphyra sp.), séchée ou déshydratée","Laver (Porphyra sp.), dried or dehydrated","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,1.2260253,6.7458055,0.0000010171471,11.050022,0.038875337,7.172887e-7,4.771949e-8,6.1080188e-9,0.099733317,0.001867933,0.0132801,0.12734989,43.368466,24.699395,3.0791209,315.05717,0.000087557674
"13147",13147,"aides culinaires et ingrédients divers","condiments","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olive, green, stuffed (anchovy, sweet peppers, etc…)","2",0,"Glacé","Verre","Pas de préparation",2.46,0.13091212,0.89189512,1.6588327e-7,0.27209598,0.0046052307,1.0770902e-7,2.0977625e-8,6.9448101e-10,0.0095025094,0.00014534475,0.0025805257,0.02458023,8.884916200000001,53.478319,1.9982786,17.029333,0.0000085494898
"11035",11035,"aides culinaires et ingrédients divers","herbes","Origan, séché","Oregano, dried","2",0,"Ambiant (long)","Verre","Pas de préparation",3.75,0.39723177000000004,1.5491977,1.6691206e-7,0.16895693,0.0069510362,2.5620137e-7,3.3215037e-8,1.9332066e-9,0.030718928,0.00045461562,0.015129171,0.11831996,18.0029957,138.17198,19.904111,18.621583,0.000014372288
"11049",11049,"aides culinaires et ingrédients divers","épices","Paprika","Paprika","2",0,"Ambiant (long)","Verre","Pas de préparation",4.31,1.3171905,8.1468674,6.7898987e-7,0.79847504,0.034140907,0.0000012873914,7.4116387e-8,3.0905055e-9,0.08881451,0.0014507024,0.069161396,0.55416984,160.56614,696.69007,18.363092,71.837424,0.00011473214
"11061",11061,"aides culinaires et ingrédients divers","épices","Pavot, graine","Poppy, seed","2",0,"Ambiant (long)","Verre","Pas de préparation",3.75,0.4556189,1.8276686,1.7465214e-7,0.16976178,0.0085974367,4.3112296e-7,1.7400337e-7,4.4015041e-9,0.056420756,0.0015051038,0.02951043,0.23305631,22.3712707,288.59056,5.075828,19.305487,0.000013900568
"11014",11014,"aides culinaires et ingrédients divers","herbes","Persil, frais","Parsley, fresh","2",0,"Ambiant (long)","LDPE","Pas de préparation",2.99,0.1854396,1.0849165,8.3207876e-8,0.13786007,0.0050558754,1.0425758e-7,5.8692584e-8,1.7964279e-9,0.014913,0.00028668505,0.020825198,0.062645454,6.4009018,131.49734,1.9814558,14.094438,0.0000061254106
